"Source","Target"
"IL-1 TRAP","DAO"
"TT-20","DAO"
"Xanax Xr","DAO"
"Brethine","DAO"
"DOPAMET","DAO"
"Humanzied OKT3","DAO"
"Golimumab","DAO"
"ChAglyCD","DAO"
"SIMPONI","DAO"
"Xanax","DAO"
"Prevacid","DAO"
"MGA031","DAO"
"Alpha-Methyldopa","DAO"
"METRELEPTIN","DAO"
"RITUXAN","DAO"
"ALDOMET","DAO"
"Brethaire","DAO"
"METHYLDOPA","DAO"
"STELERA","DAO"
"Niravam","DAO"
"ITAVASTATIN","DAO"
"Raptiva","DAO"
"MK-351","DAO"
"TEPLIZUMAB","DAO"
"TRX-4","DAO"
"EFALIZUMAB","DAO"
"INTERLEUKIN-1 TRAP","DAO"
"CNTO-1275","DAO"
"OTELIXIZUMAB","DAO"
"Terbutaline","DAO"
"Ustekinumab ","DAO"
"CNTO-148","DAO"
"Mabthera","DAO"
"Pitavastatin","DAO"
"Medomet","DAO"
"METALPHA 500","DAO"
"Bricanyl","DAO"
"AIN-457","DAO"
"Ladarixin","DAO"
"hu1124","DAO"
"HOKT3","DAO"
"REPARIXIN","DAO"
"hOKT3 gamma 1 (Ala-Ala)","DAO"
"U-31,889","DAO"
"Methylprednisolone","DAO"
"Fibrinolysin","DAO"
"FIBRINOLYSIN (HUMAN)","DAO"
"CORTALONE","DAO"
"PETHIDINE","DAO"
"ANTEGRAN","DAO"
"Buspar","DAO"
"Streptokinase","DAO"
"ACTASE","DAO"
"Plasmin","DAO"
"Fibrinolysin, Human","DAO"
"METI-DERM","DAO"
"Kabikinase","DAO"
"AN100226m","DAO"
"Fetzima","DAO"
"Streptase","DAO"
"CHEMBL2363052","PTN"
"PENTHRANE","PTN"
"Atropine","PTN"
"D-Serine","PTN"
"GW 468816","PTN"
"Lindane","PTN"
"Picrotoxin","PTN"
"Seletracetam","PTN"
"ZYKADIA","PTN"
"CERITINIB","PTN"
"Xalkori","PTN"
"CHEMBL2364167","IL2RA"
"DACLIZUMAB","IL2RA"
"ZENAPAX","IL2RA"
"Ro-24-7375","IL2RA"
"DENILEUKIN DIFTITOX","IL2RA"
"CHEMBL2321613","KCNK3"
"DOXAPRAM HYDROCHLORIDE","KCNK3"
"AHR-619","KCNK3"
"Stimulexin","KCNK3"
"Doxapram HCl","KCNK3"
"Dopram","KCNK3"
"CHEMBL2321614","KCNK3"
"Doxapram","KCNK3"
"Betaine HCl","BHMT2"
"BETAINE HYDROCHLORIDE","BHMT2"
"Acidol Pepsin","BHMT2"
"CYSTADANE","BHMT2"
"LYCINE HYDROCHLORIDE","BHMT2"
"Lycine HCl","BHMT2"
"CHEMBL3391661","BHMT2"
"Methionine","BHMT2"
"S-(D-Carboxybutyl)-L-Homocysteine","BHMT2"
"Betaine","BHMT2"
"Betaine, anhydrous","BHMT2"
"CHEMBL2940","TMEM106B"
"Myfenax","IMPDH1"
"Mycophenolate mofetil","IMPDH1"
"CHEMBL2111369","IMPDH1"
"Mycophenolate Mofetil HCl","IMPDH1"
"MYCOPHENOLATE MOFETIL HYDROCHLORIDE","IMPDH1"
"RS-61443-190","IMPDH1"
"Tioguanine","IMPDH1"
"6-Chloropurine Riboside, 5'-Monophosphate","IMPDH1"
"NADH","IMPDH1"
"Taribavirin","IMPDH1"
"VX-148","IMPDH1"
"Rebetol","IMPDH1"
"Virazole","IMPDH1"
"TRIBAVIRIN","IMPDH1"
"Copegus","IMPDH1"
"IC14","TLR4"
"CHEMBL2384897","TLR4"
"CHEMBL3130","TLR4"
"ME-401","TLR4"
"INCB-40093","TLR4"
"AMG-319","TLR4"
"TG100-115","TLR4"
"ALIQOPA","TLR4"
"COPANLISIB HYDROCHLORIDE","TLR4"
"COPANLISIB DIHYDROCHLORIDE","TLR4"
"BAY 84-1236","TLR4"
"AZD-8186","TLR4"
"GSK-2269557","TLR4"
"GS-9820","TLR4"
"CAL-120","TLR4"
"Acalisib","TLR4"
"CAL-263","TLR4"
"TGR-1202","TLR4"
"RP-5307","TLR4"
"UMBRALISIB TOSYLATE","TLR4"
"Idelalisib","TLR4"
"INCB-040093","TLR4"
"2-((9H-PURIN-6-YLTHIO)METHYL)-5-CHLORO-3-(2-METHOXYPHENYL)QUINAZOLIN-4(3H)-ONE","TLR4"
"XL765","TLR4"
"E5564","TLR4"
"Eritoran","TLR4"
"RG7422","TLR4"
"Taselisib","TLR4"
"OMIPALISIB","TLR4"
"GSK-2126458","TLR4"
"Thalidomide ","MEIS2"
"CHEMBL3833061","MEIS2"
"IMID-3","MEIS2"
"Pomalidomide","MEIS2"
"POMALYST","MEIS2"
"Imbruvica","DENND1A"
"IBRUTINIB","DENND1A"
"CHEMBL5251","DENND1A"
"Calquence","DENND1A"
"MSC-2364447","DENND1A"
"Spebrutinib","DENND1A"
"SPEBRUTINIB BESYLATE","DENND1A"
"AVL-292","DENND1A"
"CC-292","DENND1A"
"ONO-4059","DENND1A"
"HM-71224","DENND1A"
"CHEMBL2959","DENND1A"
"XL418","DENND1A"
"CHEMBL1996","CSF3R"
"Lipegfilgrastim","CSF3R"
"Neulasta","CSF3R"
"PEGFILGRASTIM","CSF3R"
"CHEMBL3234","CSF3R"
"Metreleptin","CSF3R"
"CHEMBL5913","CSF3R"
"FavId","CSF3R"
"Lenograstim","CSF3R"
"1-Ter-Butyl-3-P-Tolyl-1h-Pyrazolo[3,4-D]Pyrimidin-4-Ylamine","CSF3R"
"Phosphonotyrosine","CSF3R"
"Leptin","CSF3R"
"SATRALIZUMAB","CSF3R"
"CDK5","ALZHEIMER'S DISEASE"
"CAST","ALZHEIMER'S DISEASE"
"FAAH","ALZHEIMER'S DISEASE"
"STAT4","ALZHEIMER'S DISEASE"
"GABBR2","ALZHEIMER'S DISEASE"
"CDC25A","ALZHEIMER'S DISEASE"
"CDC25B","ALZHEIMER'S DISEASE"
"BCAM","ALZHEIMER'S DISEASE"
"PICALM","ALZHEIMER'S DISEASE"
"BACE1","ALZHEIMER'S DISEASE"
"PTK2B","ALZHEIMER'S DISEASE"
"FGFR3","ALZHEIMER'S DISEASE"
"PDGFRB","ALZHEIMER'S DISEASE"
"GRN","ALZHEIMER'S DISEASE"
"CHRNA9","ALZHEIMER'S DISEASE"
"MADD","ALZHEIMER'S DISEASE"
"APOB","ALZHEIMER'S DISEASE"
"EPHA1","ALZHEIMER'S DISEASE"
"CHRNA2","ALZHEIMER'S DISEASE"
"HCRTR1","ANXIETY DISORDER"
"CACNA1A","ANXIETY DISORDER"
"CACNA1H","ANXIETY DISORDER"
"CACNA2D3","ANXIETY DISORDER"
"CACNG4","ANXIETY DISORDER"
"CACNA2D2","ANXIETY DISORDER"
"CDK20","ANXIETY DISORDER"
"SCTR","AUTISM"
"FGF14","AUTISM"
"PDE4A","BIPOLAR DISORDER"
"PDE2A","BIPOLAR DISORDER"
"ALOX5AP","BIPOLAR DISORDER"
"PDE6A","BIPOLAR DISORDER"
"SLC29A1","BIPOLAR DISORDER"
"SYNE1","BIPOLAR DISORDER"
"PINK1","PARKINSON'S DISEASE"
"HRH3","PARKINSON'S DISEASE"
"INPP5F","PARKINSON'S DISEASE"
"ADORA3","PARKINSON'S DISEASE"
"ADORA2B","PARKINSON'S DISEASE"
"GAK","PARKINSON'S DISEASE"
"POLE3","PARKINSON'S DISEASE"
"POLA1","PARKINSON'S DISEASE"
"CNTN1","PARKINSON'S DISEASE"
"HLA-DRA","PARKINSON'S DISEASE"
"SLC6A9","SCHIZOPHRENIA"
"IL6R","SCHIZOPHRENIA"
"ATP4A","SCHIZOPHRENIA"
"NISCH","SCHIZOPHRENIA"
"RXRA","SCHIZOPHRENIA"
"FURIN","SCHIZOPHRENIA"
"SNAP91","SCHIZOPHRENIA"
"ATP2A2","SCHIZOPHRENIA"
"CUL3","SCHIZOPHRENIA"
"DDR1","SCHIZOPHRENIA"
"ZKSCAN3","SCHIZOPHRENIA"
"TNXB","SCHIZOPHRENIA"
"HLA-DQA1","SCHIZOPHRENIA"
"RGS4","SCHIZOPHRENIA"
"DAO","SCHIZOPHRENIA"
"PTN","SCHIZOPHRENIA"
"IL2RA","UNIPOLAR DEPRESSION"
"KCNK3","UNIPOLAR DEPRESSION"
"BHMT2","UNIPOLAR DEPRESSION"
"TMEM106B","UNIPOLAR DEPRESSION"
"IMPDH1","UNIPOLAR DEPRESSION"
"TLR4","UNIPOLAR DEPRESSION"
"MEIS2","UNIPOLAR DEPRESSION"
"DENND1A","UNIPOLAR DEPRESSION"
"CSF3R","UNIPOLAR DEPRESSION"
