"Id","Label","Class"
"COL-1","COL-1","DRUG"
"T84.66","T84.66","DRUG"
"Labetuzumab 90Y","Labetuzumab 90Y","DRUG"
"CEA-SCAN","CEA-SCAN","DRUG"
"Arcitumomab","Arcitumomab","DRUG"
"IMMU-4","IMMU-4","DRUG"
"RO5541072-000","RO5541072-000","DRUG"
"FCU-2703","FCU-2703","DRUG"
"RO-5541072-000","RO-5541072-000","DRUG"
"Pinatuzumab Vedotin","Pinatuzumab Vedotin","DRUG"
"DCDT-2980S","DCDT-2980S","DRUG"
"ACD22-VCMMAE","ACD22-VCMMAE","DRUG"
"RG-7593","RG-7593","DRUG"
"CHEMBL3218","CHEMBL3218","DRUG"
"IMMURAIT-LL2","IMMURAIT-LL2","DRUG"
"HA-22","HA-22","DRUG"
"INOTUZUMAB OZOGAMICIN","INOTUZUMAB OZOGAMICIN","DRUG"
"LYMPHOSCAN","LYMPHOSCAN","DRUG"
"IMMU-LL2","IMMU-LL2","DRUG"
"TECHNETIUM TC 99M BECTUMOMAB","TECHNETIUM TC 99M BECTUMOMAB","DRUG"
"Bectumomab","Bectumomab","DRUG"
"Yttrium Y 90 Epratuzumab","Yttrium Y 90 Epratuzumab","DRUG"
"Epratuzumab 90Y","Epratuzumab 90Y","DRUG"
"YTTRIUM Y 90 EPRATUZUMAB TETRAXETAN","YTTRIUM Y 90 EPRATUZUMAB TETRAXETAN","DRUG"
"90Y-DOTA-HLL2","90Y-DOTA-HLL2","DRUG"
"Benzthiazide","Benzthiazide","DRUG"
"Ellagic Acid","Ellagic Acid","DRUG"
"Sodium carbonate","Sodium carbonate","DRUG"
"S-[(1-Hydroxy-2,2,5,5-tetramethyl-2,5-dihydro-1H-pyrrol-3-yl)methyl] methanesulfonothioate","S-[(1-Hydroxy-2,2,5,5-tetramethyl-2,5-dihydro-1H-pyrrol-3-yl)methyl] methanesulfonothioate","DRUG"
"BEVACIZUMAB","BEVACIZUMAB","DRUG"
"SCH 30500","SCH 30500","DRUG"
"AXITINIB","AXITINIB","DRUG"
"Torisel","Torisel","DRUG"
"IPILIMUMAB","IPILIMUMAB","DRUG"
"Hydroxychloroquine","Hydroxychloroquine","DRUG"
"ENTINOSTAT","ENTINOSTAT","DRUG"
"PEMBROLIZUMAB","PEMBROLIZUMAB","DRUG"
"Afinitor Disperz","Afinitor Disperz","DRUG"
"MDV-3100","MDV-3100","DRUG"
"Carotuximab","Carotuximab","DRUG"
"FARLUTAL 200","FARLUTAL 200","DRUG"
"DEPO-SUBQ PROVERA 104","DEPO-SUBQ PROVERA 104","DRUG"
"Farlutal 500","Farlutal 500","DRUG"
"TRASTUZUMAB","TRASTUZUMAB","DRUG"
"AZD-2281","AZD-2281","DRUG"
"Adgyn Medro","Adgyn Medro","DRUG"
"Carac","Carac","DRUG"
"Depo-Provera","Depo-Provera","DRUG"
"AMG-102","AMG-102","DRUG"
"Roaccutane","Roaccutane","DRUG"
"Roferon-A","Roferon-A","DRUG"
"Pegintron","Pegintron","DRUG"
"AEROSEB-DEX","AEROSEB-DEX","DRUG"
"DECASPRAY","DECASPRAY","DRUG"
"TIVOZANIB","TIVOZANIB","DRUG"
"AVEED","AVEED","DRUG"
"Sofradex","Sofradex","DRUG"
"DEPO-PROVERA ONCOLOGY","DEPO-PROVERA ONCOLOGY","DRUG"
"Gppe Ear Spy","Gppe Ear Spy","DRUG"
"SPERSADEX COMP","SPERSADEX COMP","DRUG"
"LYNPARZA","LYNPARZA","DRUG"
"Farlutal","Farlutal","DRUG"
"PREVENCOR","PREVENCOR","DRUG"
"ANYARA","ANYARA","DRUG"
"Tremelimumab","Tremelimumab","DRUG"
"UNDESTOR","UNDESTOR","DRUG"
"AVELUMAB","AVELUMAB","DRUG"
"Efudix","Efudix","DRUG"
"ZALTRAP","ZALTRAP","DRUG"
"Celebrex","Celebrex","DRUG"
"Pacitaxel","Pacitaxel","DRUG"
"Tobradex","Tobradex","DRUG"
"Ave0005","Ave0005","DRUG"
"ACLASTA","ACLASTA","DRUG"
"VECTIBIX","VECTIBIX","DRUG"
"Ziv-Aflibercept","Ziv-Aflibercept","DRUG"
"Hycamtin","Hycamtin","DRUG"
"Etaratuzumab","Etaratuzumab","DRUG"
"4D5v8","4D5v8","DRUG"
"Decaderm","Decaderm","DRUG"
"BORTEZOMIB","BORTEZOMIB","DRUG"
"Deximune","Deximune","DRUG"
"Abegrin","Abegrin","DRUG"
"Absorica","Absorica","DRUG"
"LADAKAMYCIN","LADAKAMYCIN","DRUG"
"RESTANDOL TESTOCAP","RESTANDOL TESTOCAP","DRUG"
"SGN-75","SGN-75","DRUG"
"Vorsetuzumab mafodotin","Vorsetuzumab mafodotin","DRUG"
"RG-7446","RG-7446","DRUG"
"VOLOCIXIMAB","VOLOCIXIMAB","DRUG"
"Etaracizumab","Etaracizumab","DRUG"
"RILOTUMUMAB","RILOTUMUMAB","DRUG"
"TAHOR","TAHOR","DRUG"
"Cycrin","Cycrin","DRUG"
"PROVERA","PROVERA","DRUG"
"Alimta","Alimta","DRUG"
"Capecitabine","Capecitabine","DRUG"
"A-127722","A-127722","DRUG"
"MUROMONAB-CD3","MUROMONAB-CD3","DRUG"
"Delta-Dome","Delta-Dome","DRUG"
"ATRASENTAN","ATRASENTAN","DRUG"
"PEGASYS","PEGASYS","DRUG"
"Liquid Pred","Liquid Pred","DRUG"
"Becatecarin","Becatecarin","DRUG"
"Logiparin","Logiparin","DRUG"
"RENOVA","RENOVA","DRUG"
"DELTASONE","DELTASONE","DRUG"
"CORTANCYL","CORTANCYL","DRUG"
"TINZAPARIN","TINZAPARIN","DRUG"
"Retin-A Micro","Retin-A Micro","DRUG"
"Vepesid","Vepesid","DRUG"
"PD-81565","PD-81565","DRUG"
"Kyprolis","Kyprolis","DRUG"
"CA9-<em>SCAN</em> CG250","CA9-<em>SCAN</em> CG250","DRUG"
"CEA-<em>SCAN</em>","CEA-<em>SCAN</em>","DRUG"
"LYMPHO <em>SCAN</em>","LYMPHO <em>SCAN</em>","DRUG"
"F16SIP 131I","F16SIP 131I","DRUG"
"F16SIP","F16SIP","DRUG"
"CHEMBL3712856","CHEMBL3712856","DRUG"
"Tenatumomab","Tenatumomab","DRUG"
"ST-2146","ST-2146","DRUG"
"DEKOTIL","DEKOTIL","DRUG"
"MLN-0002","MLN-0002","DRUG"
"Verecimon","Verecimon","DRUG"
"LDP-02","LDP-02","DRUG"
"Precortisyl Fte","Precortisyl Fte","DRUG"
"VEDOLIZUMAB","VEDOLIZUMAB","DRUG"
"CCX282","CCX282","DRUG"
"VERCIRNON","VERCIRNON","DRUG"
"PRECORTISYL","PRECORTISYL","DRUG"
"Entyvio","Entyvio","DRUG"
"MLN-02","MLN-02","DRUG"
"GSK1605786","GSK1605786","DRUG"
"NKTR-118 OXALATE","NKTR-118 OXALATE","DRUG"
"NKTR-118-oxalate","NKTR-118-oxalate","DRUG"
"NALOXEGOL OXALATE","NALOXEGOL OXALATE","DRUG"
"MOVANTIK","MOVANTIK","DRUG"
"AZ13337019 OXALATE","AZ13337019 OXALATE","DRUG"
"CHEMBL233","CHEMBL233","DRUG"
"Leritine","Leritine","DRUG"
"Anileridine HCl","Anileridine HCl","DRUG"
"ANILERIDINE HYDROCHLORIDE","ANILERIDINE HYDROCHLORIDE","DRUG"
"CB5-945","CB5-945","DRUG"
"BEVENOPRAN","BEVENOPRAN","DRUG"
"Spasmodlin","Spasmodlin","DRUG"
"MEPERIDINE HYDROCHLORIDE","MEPERIDINE HYDROCHLORIDE","DRUG"
"DEMEROL","DEMEROL","DRUG"
"MEPERIDINE HYDROCHLORIDE PRESERVATIVE FREE","MEPERIDINE HYDROCHLORIDE PRESERVATIVE FREE","DRUG"
"Meperidine HCl","Meperidine HCl","DRUG"
"PETHILORFAN","PETHILORFAN","DRUG"
"Pethidine","Pethidine","DRUG"
"PETHIDINE HYDROCHLORIDE","PETHIDINE HYDROCHLORIDE","DRUG"
"Pethidine HCl","Pethidine HCl","DRUG"
"Pamergan","Pamergan","DRUG"
"Levallorphan Tartrate","Levallorphan Tartrate","DRUG"
"Lorfan","Lorfan","DRUG"
"NALOXIPHANE TARTRATE","NALOXIPHANE TARTRATE","DRUG"
"Sufentanil Citrate","Sufentanil Citrate","DRUG"
"Sufenta preservative free","Sufenta preservative free","DRUG"
"Sufenta","Sufenta","DRUG"
"R 33800","R 33800","DRUG"
"Sufental","Sufental","DRUG"
"NIH 8805","NIH 8805","DRUG"
"Probuphine","Probuphine","DRUG"
"BUPRENORPHINE HYDROCHLORIDE","BUPRENORPHINE HYDROCHLORIDE","DRUG"
"Belbuca","Belbuca","DRUG"
"Natzon","Natzon","DRUG"
"CL-112302","CL-112302","DRUG"
"U- 952","U- 952","DRUG"
"BUPRENEX","BUPRENEX","DRUG"
"PREFIBIN","PREFIBIN","DRUG"
"SUBUTEX","SUBUTEX","DRUG"
"GABUP","GABUP","DRUG"
"UM 952","UM 952","DRUG"
"RX 6029-M HCL","RX 6029-M HCL","DRUG"
"RX-6029M HCl","RX-6029M HCl","DRUG"
"Espranor","Espranor","DRUG"
"Buprenorphine HCl","Buprenorphine HCl","DRUG"
"CL 112,302","CL 112,302","DRUG"
"SPD-759","SPD-759","DRUG"
"Frakefamide","Frakefamide","DRUG"
"LEF-576","LEF-576","DRUG"
"BCH-3963","BCH-3963","DRUG"
"Morphabond ER","Morphabond ER","DRUG"
"Astramorph Pf","Astramorph Pf","DRUG"
"RHOTARD","RHOTARD","DRUG"
"Ms Contin","Ms Contin","DRUG"
"Morphabond","Morphabond","DRUG"
"Duromorph","Duromorph","DRUG"
"Morphine Sulfate","Morphine Sulfate","DRUG"
"ORAMORPH","ORAMORPH","DRUG"
"ARYMO ER","ARYMO ER","DRUG"
"SRM-RHOTARD","SRM-RHOTARD","DRUG"
"FILNARINE SR","FILNARINE SR","DRUG"
"MORPHGESIC SR","MORPHGESIC SR","DRUG"
"MORAXEN","MORAXEN","DRUG"
"ORAMORPH UDV","ORAMORPH UDV","DRUG"
"Sevredol","Sevredol","DRUG"
"Duramorph","Duramorph","DRUG"
"Mst Continus","Mst Continus","DRUG"
"DEPODUR","DEPODUR","DRUG"
"Oramorph Sr","Oramorph Sr","DRUG"
"Zomorph","Zomorph","DRUG"
"Duramorph Pf","Duramorph Pf","DRUG"
"Morcap SR","Morcap SR","DRUG"
"LAAM","LAAM","DRUG"
"MK790","MK790","DRUG"
"ORLAAM","ORLAAM","DRUG"
"Levomethadyl Acetate HCl","Levomethadyl Acetate HCl","DRUG"
"LEVOMETHADYL ACETATE HYDROCHLORIDE","LEVOMETHADYL ACETATE HYDROCHLORIDE","DRUG"
"Dromadol XL","Dromadol XL","DRUG"
"ZAMADOL 24HR","ZAMADOL 24HR","DRUG"
"Ryzolt","Ryzolt","DRUG"
"Dromadol SR","Dromadol SR","DRUG"
"Tramake","Tramake","DRUG"
"ZAMADOL","ZAMADOL","DRUG"
"Zydol XL","Zydol XL","DRUG"
"TRAMACET","TRAMACET","DRUG"
"Zydol SR","Zydol SR","DRUG"
"NOBLIGAN RET","NOBLIGAN RET","DRUG"
"Zamadol Melt","Zamadol Melt","DRUG"
"TILODOL SR","TILODOL SR","DRUG"
"Zamadol SR","Zamadol SR","DRUG"
"Tramulief SR","Tramulief SR","DRUG"
"Tradorec XL","Tradorec XL","DRUG"
"Aceon","Aceon","DRUG"
"MANEO","MANEO","DRUG"
"INVODOL SR","INVODOL SR","DRUG"
"MAROL","MAROL","DRUG"
"Tramadol HCl","Tramadol HCl","DRUG"
"LARAPAM SR","LARAPAM SR","DRUG"
"Oldaram","Oldaram","DRUG"
"TRAMADOL HYDROCHLORIDE","TRAMADOL HYDROCHLORIDE","DRUG"
"CG-315E","CG-315E","DRUG"
"Zeridame SR","Zeridame SR","DRUG"
"ZYDOL","ZYDOL","DRUG"
"TRAMAKE INSTS","TRAMAKE INSTS","DRUG"
"Ultram Er","Ultram Er","DRUG"
"Conzip","Conzip","DRUG"
"Mabron","Mabron","DRUG"
"U-26225A","U-26225A","DRUG"
"Maxitram SR","Maxitram SR","DRUG"
"Tramquel SR","Tramquel SR","DRUG"
"Rybix Odt","Rybix Odt","DRUG"
"U-26,225A","U-26,225A","DRUG"
"RAPIFEN","RAPIFEN","DRUG"
"RAPIFEN DILUTE","RAPIFEN DILUTE","DRUG"
"Alfenta","Alfenta","DRUG"
"RAPIFEN INTENSIVE CARE","RAPIFEN INTENSIVE CARE","DRUG"
"ALFENTANIL HYDROCHLORIDE","ALFENTANIL HYDROCHLORIDE","DRUG"
"Alfentanil HCl","Alfentanil HCl","DRUG"
"R 39,209","R 39,209","DRUG"
"Rapifen Conc","Rapifen Conc","DRUG"
"Fentanyl-25","Fentanyl-25","DRUG"
"Ionsys","Ionsys","DRUG"
"Osmach","Osmach","DRUG"
"BREAKYL","BREAKYL","DRUG"
"Durogesic DTrans","Durogesic DTrans","DRUG"
"Opiodur","Opiodur","DRUG"
"SUBSYS","SUBSYS","DRUG"
"FENTANYL-12","FENTANYL-12","DRUG"
"Fentanyl-37","Fentanyl-37","DRUG"
"PECFENT","PECFENT","DRUG"
"Anileridine phosphate","Anileridine phosphate","DRUG"
"Propoxyphene HCl","Propoxyphene HCl","DRUG"
"KESSO-GESIC","KESSO-GESIC","DRUG"
"DOLOXENE","DOLOXENE","DRUG"
"Darvon","Darvon","DRUG"
"DEXTROPROPOXIPHENE CHLORIDE","DEXTROPROPOXIPHENE CHLORIDE","DRUG"
"Propoxyphene Hydrochloride 65","Propoxyphene Hydrochloride 65","DRUG"
"Dolene","Dolene","DRUG"
"DEXTROPROPOXYPHENE","DEXTROPROPOXYPHENE","DRUG"
"PROPHENE 65","PROPHENE 65","DRUG"
"DEXTRO PROPOXYPHENE HYDROCHLORIDE","DEXTRO PROPOXYPHENE HYDROCHLORIDE","DRUG"
"Dextro Propoxyphene HCl","Dextro Propoxyphene HCl","DRUG"
"PROPOXYPHENE HYDROCHLORIDE","PROPOXYPHENE HYDROCHLORIDE","DRUG"
"Drocode","Drocode","DRUG"
"DF-118","DF-118","DRUG"
"DIHYDRONEOPINE","DIHYDRONEOPINE","DRUG"
"DIHYDROCODEINE BITARTRATE","DIHYDROCODEINE BITARTRATE","DRUG"
"DIHYDROCODEINE PHOSPHATE","DIHYDROCODEINE PHOSPHATE","DRUG"
"AXELOPRAN","AXELOPRAN","DRUG"
"TD-1211","TD-1211","DRUG"
"DARVON-N","DARVON-N","DRUG"
"PROPOXYPHENE NAPSYLATE","PROPOXYPHENE NAPSYLATE","DRUG"
"Oxycodone terephthalate","Oxycodone terephthalate","DRUG"
"METHAROSE","METHAROSE","DRUG"
"Synastone","Synastone","DRUG"
"METHADOSE","METHADOSE","DRUG"
"Pinadone","Pinadone","DRUG"
"EPTADONE","EPTADONE","DRUG"
"METHADONIUM CHLORIDE","METHADONIUM CHLORIDE","DRUG"
"PHYSEPTONE","PHYSEPTONE","DRUG"
"METHEX","METHEX","DRUG"
"METHADONE HYDROCHLORIDE INTENSOL","METHADONE HYDROCHLORIDE INTENSOL","DRUG"
"Methadone HCl","Methadone HCl","DRUG"
"DOLOPHINE HYDROCHLORIDE","DOLOPHINE HYDROCHLORIDE","DRUG"
"WESTADONE","WESTADONE","DRUG"
"Martindale","Martindale","DRUG"
"METHADONE HYDROCHLORIDE","METHADONE HYDROCHLORIDE","DRUG"
"Dolophine HCl","Dolophine HCl","DRUG"
"GI 87084B","GI 87084B","DRUG"
"REMIFENTANIL HYDROCHLORIDE","REMIFENTANIL HYDROCHLORIDE","DRUG"
"Remifentanil HCl","Remifentanil HCl","DRUG"
"DIPHENOXYLATE HYDROCHLORIDE","DIPHENOXYLATE HYDROCHLORIDE","DRUG"
"Diphenoxylate HCl","Diphenoxylate HCl","DRUG"
"Entereg","Entereg","DRUG"
"Alvimopan","Alvimopan","DRUG"
"ADL 8-2698","ADL 8-2698","DRUG"
"CAREXIL","CAREXIL","DRUG"
"OXAYDO","OXAYDO","DRUG"
"Lynlor","Lynlor","DRUG"
"Shortec","Shortec","DRUG"
"OXYCONTIN","OXYCONTIN","DRUG"
"ROXYBOND","ROXYBOND","DRUG"
"OXYNORM","OXYNORM","DRUG"
"Zomestine","Zomestine","DRUG"
"Leveraxo","Leveraxo","DRUG"
"Oxecta","Oxecta","DRUG"
"Reltebon","Reltebon","DRUG"
"CANDOX","CANDOX","DRUG"
"LONGTEC","LONGTEC","DRUG"
"OXELTRA","OXELTRA","DRUG"
"OXYCODONE HYDROCHLORIDE","OXYCODONE HYDROCHLORIDE","DRUG"
"Oxylan","Oxylan","DRUG"
"ROXICODONE","ROXICODONE","DRUG"
"ABTARD","ABTARD","DRUG"
"Dolocodon PR","Dolocodon PR","DRUG"
"Oxycodone HCl","Oxycodone HCl","DRUG"
"FENTANYL HYDROCHLORIDE","FENTANYL HYDROCHLORIDE","DRUG"
"Fentanyl HCl","Fentanyl HCl","DRUG"
"OLICERIDINE","OLICERIDINE","DRUG"
"TRV-130","TRV-130","DRUG"
"JNJ-27018966","JNJ-27018966","DRUG"
"Viberzi","Viberzi","DRUG"
"ELUXADOLINE","ELUXADOLINE","DRUG"
"Sevodyne","Sevodyne","DRUG"
"TRANSTEC","TRANSTEC","DRUG"
"BUTRANS","BUTRANS","DRUG"
"SUBLOCADE","SUBLOCADE","DRUG"
"Reletrans","Reletrans","DRUG"
"TEMGESIC","TEMGESIC","DRUG"
"HAPOCTASIN","HAPOCTASIN","DRUG"
"Prenotrix","Prenotrix","DRUG"
"Tephine","Tephine","DRUG"
"Butec","Butec","DRUG"
"PANITAZ","PANITAZ","DRUG"
"BUPEAZE","BUPEAZE","DRUG"
"BUPLAST","BUPLAST","DRUG"
"WY-16225","WY-16225","DRUG"
"Dalgan","Dalgan","DRUG"
"Dezocine","Dezocine","DRUG"
"WY-16,225","WY-16,225","DRUG"
"Lazanda","Lazanda","DRUG"
"Thalamonal","Thalamonal","DRUG"
"Sublimaze Preservative Free","Sublimaze Preservative Free","DRUG"
"FENTANYL CITRATE","FENTANYL CITRATE","DRUG"
"Onsolis","Onsolis","DRUG"
"MCN-JR-4263-49","MCN-JR-4263-49","DRUG"
"FENTANYL CITRATE PRESERVATIVE FREE","FENTANYL CITRATE PRESERVATIVE FREE","DRUG"
"R-4263","R-4263","DRUG"
"IMODIUM","IMODIUM","DRUG"
"Diah-Limit","Diah-Limit","DRUG"
"Diaquitte","Diaquitte","DRUG"
"IMODIUM LIQUICAPS","IMODIUM LIQUICAPS","DRUG"
"Normaloe","Normaloe","DRUG"
"Diareze","Diareze","DRUG"
"Gppe Pack","Gppe Pack","DRUG"
"Imodium A-D Ez Chews","Imodium A-D Ez Chews","DRUG"
"R-18553","R-18553","DRUG"
"DIARRHOEA RELIEF","DIARRHOEA RELIEF","DRUG"
"Loperamide HCl","Loperamide HCl","DRUG"
"ENTROCALM","ENTROCALM","DRUG"
"DIASORB","DIASORB","DRUG"
"Imodium Classic","Imodium Classic","DRUG"
"Diocalm","Diocalm","DRUG"
"LOPERAMIDE HYDROCHLORIDE","LOPERAMIDE HYDROCHLORIDE","DRUG"
"R 18,553","R 18,553","DRUG"
"Imodium A-D","Imodium A-D","DRUG"
"ARRET","ARRET","DRUG"
"Loperagen","Loperagen","DRUG"
"Imodium IBS Relief","Imodium IBS Relief","DRUG"
"Imodium Instant Melts","Imodium Instant Melts","DRUG"
"Imodium Advanced","Imodium Advanced","DRUG"
"Lodiar","Lodiar","DRUG"
"IMODIUM INSTANTS","IMODIUM INSTANTS","DRUG"
"NORIMODE","NORIMODE","DRUG"
"DIORALEZE","DIORALEZE","DRUG"
"Diocaps","Diocaps","DRUG"
"GRT0151Y","GRT0151Y","DRUG"
"BN110 BASE","BN110 BASE","DRUG"
"EN-3324","EN-3324","DRUG"
"Axomadol","Axomadol","DRUG"
"GRT151 Base","GRT151 Base","DRUG"
"MRZ 2663BR","MRZ 2663BR","DRUG"
"Relistor","Relistor","DRUG"
"Methylnaltrexone bromide","Methylnaltrexone bromide","DRUG"
"DIFENOXIN HYDROCHLORIDE","DIFENOXIN HYDROCHLORIDE","DRUG"
"Difenoxin HCl","Difenoxin HCl","DRUG"
"NALDEMEDINE","NALDEMEDINE","DRUG"
"S-297995","S-297995","DRUG"
"Methylsamidorphan","Methylsamidorphan","DRUG"
"RDC-1036","RDC-1036","DRUG"
"ALKS 37","ALKS 37","DRUG"
"RDC-103600","RDC-103600","DRUG"
"TAK-363","TAK-363","DRUG"
"Naltalimide","Naltalimide","DRUG"
"TRK-130","TRK-130","DRUG"
"Oxicone","Oxicone","DRUG"
"PROLADONE","PROLADONE","DRUG"
"Xtampza ER","Xtampza ER","DRUG"
"ALKS-33","ALKS-33","DRUG"
"RDC-0313-00","RDC-0313-00","DRUG"
"Dilaudid-Hp","Dilaudid-Hp","DRUG"
"Exalgo","Exalgo","DRUG"
"PALLADONE","PALLADONE","DRUG"
"Dihydromorphinone HCl","Dihydromorphinone HCl","DRUG"
"DILAUDID","DILAUDID","DRUG"
"HYDROMORPHONE HYDROCHLORIDE","HYDROMORPHONE HYDROCHLORIDE","DRUG"
"Hydromorphone HCl","Hydromorphone HCl","DRUG"
"DIHYDROMORPHINONE HYDROCHLORIDE","DIHYDROMORPHINONE HYDROCHLORIDE","DRUG"
"PALLADONE-SR","PALLADONE-SR","DRUG"
"Levorphanol Tartrate","Levorphanol Tartrate","DRUG"
"Dromoran","Dromoran","DRUG"
"LEVO-DROMORAN","LEVO-DROMORAN","DRUG"
"BUTORPHANOL TARTRATE","BUTORPHANOL TARTRATE","DRUG"
"LEVO-BC-2627 Tartrate","LEVO-BC-2627 Tartrate","DRUG"
"STADOL PRESERVATIVE FREE","STADOL PRESERVATIVE FREE","DRUG"
"STADOL","STADOL","DRUG"
"Torbutrol","Torbutrol","DRUG"
"BUTORPHANOL TARTRATE PRESERVATIVE FREE","BUTORPHANOL TARTRATE PRESERVATIVE FREE","DRUG"
"Stadol NS","Stadol NS","DRUG"
"Torbugesic","Torbugesic","DRUG"
"Naldemedine Tosylate","Naldemedine Tosylate","DRUG"
"SYMPROIC","SYMPROIC","DRUG"
"3-Methylfentanyl","3-Methylfentanyl","DRUG"
"3-Methylthiofentanyl","3-Methylthiofentanyl","DRUG"
"Anileridine","Anileridine","DRUG"
"Butorphanol","Butorphanol","DRUG"
"Carfentanil","Carfentanil","DRUG"
"Codeine","Codeine","DRUG"
"Diamorphine","Diamorphine","DRUG"
"Dihydromorphine","Dihydromorphine","DRUG"
"Dimethylthiambutene","Dimethylthiambutene","DRUG"
"Diphenoxylate","Diphenoxylate","DRUG"
"Diprenorphine","Diprenorphine","DRUG"
"Ethylmorphine","Ethylmorphine","DRUG"
"Hydrocodone","Hydrocodone","DRUG"
"Hydromorphone","Hydromorphone","DRUG"
"Ketobemidone","Ketobemidone","DRUG"
"Levacetylmethadol","Levacetylmethadol","DRUG"
"Levallorphan","Levallorphan","DRUG"
"Levorphanol","Levorphanol","DRUG"
"LI-301","LI-301","DRUG"
"Loxicodegol","Loxicodegol","DRUG"
"Methadone","Methadone","DRUG"
"Methadyl acetate","Methadyl acetate","DRUG"
"Methylnaltrexone","Methylnaltrexone","DRUG"
"Morphine glucuronide","Morphine glucuronide","DRUG"
"Nalbuphine","Nalbuphine","DRUG"
"Nalmefene","Nalmefene","DRUG"
"Naloxone","Naloxone","DRUG"
"Opium","Opium","DRUG"
"Oxymorphone","Oxymorphone","DRUG"
"Pentazocine","Pentazocine","DRUG"
"Pentoxyverine","Pentoxyverine","DRUG"
"Pholcodine","Pholcodine","DRUG"
"Remifentanil","Remifentanil","DRUG"
"Sufentanil","Sufentanil","DRUG"
"Tianeptine","Tianeptine","DRUG"
"V1003","V1003","DRUG"
"Dextromoramide","Dextromoramide","DRUG"
"ODELEPRAN","ODELEPRAN","DRUG"
"Revex","Revex","DRUG"
"NALMETRENE","NALMETRENE","DRUG"
"Levomethadyl acetate","Levomethadyl acetate","DRUG"
"Phy","Phy","DRUG"
"SELINCRO","SELINCRO","DRUG"
"LEVO-BC-2627","LEVO-BC-2627","DRUG"
"Numorphan","Numorphan","DRUG"
"Amidone","Amidone","DRUG"
"Opana","Opana","DRUG"
"Symoron","Symoron","DRUG"
"Levopropoxyphene","Levopropoxyphene","DRUG"
"ORF-11676","ORF-11676","DRUG"
"Nubain","Nubain","DRUG"
"Heptadon","Heptadon","DRUG"
"JF-1","JF-1","DRUG"
"Ondelopran","Ondelopran","DRUG"
"Dolophine","Dolophine","DRUG"
"LY2196044","LY2196044","DRUG"
"DIHYDROCODEINE","DIHYDROCODEINE","DRUG"
"Propoxyphene","Propoxyphene","DRUG"
"PROXIBARBAL","PROXIBARBAL","DRUG"
"CHEMBL2118","CHEMBL2118","DRUG"
"GLIPIZIDE","GLIPIZIDE","DRUG"
"Glucotrol","Glucotrol","DRUG"
"MINODIAB 2.5","MINODIAB 2.5","DRUG"
"CP-28720","CP-28720","DRUG"
"GLUCOTROL XL","GLUCOTROL XL","DRUG"
"K 4024","K 4024","DRUG"
"CP-28,720","CP-28,720","DRUG"
"MINODIAB 5","MINODIAB 5","DRUG"
"GLIBENESE","GLIBENESE","DRUG"
"CHEMBL2096972","CHEMBL2096972","DRUG"
"TOLAZAMIDE","TOLAZAMIDE","DRUG"
"Tolinase","Tolinase","DRUG"
"U-17835","U-17835","DRUG"
"Orinase Diagnostic","Orinase Diagnostic","DRUG"
"Tolbutamide sodium","Tolbutamide sodium","DRUG"
"TOLBUTAMIDE SODIUM, STERILE","TOLBUTAMIDE SODIUM, STERILE","DRUG"
"AMARYL","AMARYL","DRUG"
"HOE 490","HOE 490","DRUG"
"NIDDARYL","NIDDARYL","DRUG"
"Glimepiride","Glimepiride","DRUG"
"Glibenclamide","Glibenclamide","DRUG"
"Gliken","Gliken","DRUG"
"DIABETA","DIABETA","DRUG"
"GLYBURIDE","GLYBURIDE","DRUG"
"Glyburide (Micronized)","Glyburide (Micronized)","DRUG"
"Lederglib","Lederglib","DRUG"
"Diabetamide 2.5","Diabetamide 2.5","DRUG"
"EUGLUCON","EUGLUCON","DRUG"
"Diabetamide 5","Diabetamide 5","DRUG"
"Libanil","Libanil","DRUG"
"GLYNASE","GLYNASE","DRUG"
"HB 419","HB 419","DRUG"
"Micronase","Micronase","DRUG"
"MALIX","MALIX","DRUG"
"U-26,452","U-26,452","DRUG"
"SEMI-DAONIL","SEMI-DAONIL","DRUG"
"Calabren","Calabren","DRUG"
"U-26452","U-26452","DRUG"
"DAONIL","DAONIL","DRUG"
"Glynase Prestab","Glynase Prestab","DRUG"
"Enyglid","Enyglid","DRUG"
"AG-EE 623 ZW","AG-EE 623 ZW","DRUG"
"PRANDIN","PRANDIN","DRUG"
"Novonorm","Novonorm","DRUG"
"AGEE-623ZW","AGEE-623ZW","DRUG"
"Repaglinide","Repaglinide","DRUG"
"Glymese","Glymese","DRUG"
"DIABINESE","DIABINESE","DRUG"
"CHLORPROPAMIDE","CHLORPROPAMIDE","DRUG"
"Melitase","Melitase","DRUG"
"Diabemide","Diabemide","DRUG"
"GLUCAMIDE","GLUCAMIDE","DRUG"
"ACETOHEXAMIDE","ACETOHEXAMIDE","DRUG"
"Dimelor","Dimelor","DRUG"
"33006","33006","DRUG"
"DYMELOR","DYMELOR","DRUG"
"PRAMIDEX","PRAMIDEX","DRUG"
"Starsis","Starsis","DRUG"
"DJN 608","DJN 608","DRUG"
"SDZ DJN 608","SDZ DJN 608","DRUG"
"Nateglinide","Nateglinide","DRUG"
"AY4166","AY4166","DRUG"
"A-4166","A-4166","DRUG"
"STARLIX","STARLIX","DRUG"
"SDZ-DJN-608","SDZ-DJN-608","DRUG"
"Amiloride","Amiloride","DRUG"
"Diminazene","Diminazene","DRUG"
