"drug","gene"
"BAY86-5044","KIT"
"ESTERIFIED ESTROGENS","KIT"
"ACCOLATE","KIT"
"Androxy","KIT"
"Fluoximesterone","KIT"
"INCB-047986","KIT"
"CDB-2914","KIT"
"Naprelan","KIT"
"Estrace","KIT"
"SCH-727965","KIT"
"Reparixin","KIT"
"Menorest 37.5","KIT"
"HuHMFG1","KIT"
"LY-2228820","KIT"
"Innofem","KIT"
"Climara Pro","KIT"
"Premarin Cream","KIT"
"ESTROGEL","KIT"
"NAPROSYN 375","KIT"
"Lidex-E","KIT"
"ELESTRIN","KIT"
"Lutigest","KIT"
"BONDRONAT","KIT"
"CP-724714","KIT"
"Anaprox","KIT"
"Progestyl","KIT"
"EVEX","KIT"
"Sinequan","KIT"
"HALOTESTIN","KIT"
"Progestin","KIT"
"Ulipristal acet","KIT"
"PAMIDRONIC ACID","KIT"
"Fulyzaq","KIT"
"Alora","KIT"
"SU-101","KIT"
"MGAH22","KIT"
"Menostar","KIT"
"RG6046","KIT"
"Ibandronic Acid","KIT"
"PROMETRIUM","KIT"
"RELEFACT LH-RH","KIT"
"Oestrogens conjugated","KIT"
"CLIMARA","KIT"
"Timpron 250 EC","KIT"
"BEDOL","KIT"
"TIMPRON 500 EC","KIT"
"Gynogen","KIT"
"Utrogestan","KIT"
"MM-302","KIT"
"PROGESTA-CARE","KIT"
"Syngestrone","KIT"
"R1550","KIT"
"Fematrix 80","KIT"
"XL-647","KIT"
"BN-83495","KIT"
"Marimastat","KIT"
"Dermestril 50","KIT"
"HWA-486","KIT"
"Progynova TS","KIT"
"KD-020","KIT"
"Naprosyn","KIT"
"FEMSEVEN 75","KIT"
"DF 1681Y","KIT"
"METOSYN","KIT"
"NAPRATEC OP","KIT"
"CR011-VCMMAE","KIT"
"Alfatradiol","KIT"
"DERMESTRIL SEPTEM 75","KIT"
"humanized IgG1 monoclonal antibody","KIT"
"NAPROSYN EC","KIT"
"Cenestin","KIT"
"CAL","KIT"
"Serenity For Women","KIT"
"Menest","KIT"
"Profast","KIT"
"Regumate","KIT"
"DESMOPRESSIN","KIT"
"Arthrosin 500 EC","KIT"
"IROSUSTAT","KIT"
"ULIPRISTAL ACETATE","KIT"
"Bonviva","KIT"
"EM-652","KIT"
"MOAB HuHMFG1","KIT"
"GDC-0810","KIT"
"Vagifem 8","KIT"
"PROFASI","KIT"
"humanized human milk fat globule-1 monoclonal antibody","KIT"
"Human Chorionic Gonadotropin","KIT"
"FEMSEVEN 50","KIT"
"SP-303","KIT"
"Ibandronate","KIT"
"Ellaone","KIT"
"ICI-204219","KIT"
"Minivelle","KIT"
"RSR13","KIT"
"Aleve","KIT"
"CYCLOGEST","KIT"
"Vagifem 18","KIT"
"QUODIXOR","KIT"
"Human gonadoliberin-i","KIT"
"667 COUMATE","KIT"
"ARTHROSIN 500","KIT"
"F16IL2","KIT"
"humanized IgG1 monoclonal antibody HMFG-1","KIT"
"INCB-47986","KIT"
"Virend","KIT"
"(S)-Equol","KIT"
"Ro-673189000","KIT"
"SANDRENA","KIT"
"ICI 204,219","KIT"
"BRE-3 90Y","KIT"
"Tacrine","KIT"
"SERENID FTE","KIT"
"Neurobloc","KIT"
"VALDOXAN","KIT"
"GSK742457","KIT"
"Urbanyl","KIT"
"Promethegan","KIT"
"BAY E 9736","KIT"
"MYOBLOC","KIT"
"Klonopin Rapidly Disintegrating","KIT"
"Frisium","KIT"
"Serax","KIT"
"NORMISON","KIT"
"AGOMELATINE","KIT"
"PERIZAM","KIT"
"Biperiden","KIT"
"ZAXOPAM","KIT"
"BA-34276 [As Hydrochloride]","KIT"
"TEMAZ","KIT"
"Oxozepam","KIT"
"WY-3498","KIT"
"Hydroxyzine","KIT"
"Janimine","KIT"
"Anafranil","KIT"
"LECTOPAM","KIT"
"H 4723","KIT"
"Nymalize","KIT"
"Promethacon","KIT"
"BOTULINUM TOXIN TYPE B","KIT"
"RO 5-4023","KIT"
"HR-376","KIT"
"Heminevrin","KIT"
"LJC 10846","KIT"
"DABIGATRAN ETEXILATE","KIT"
"Lexotan","KIT"
"ONFI","KIT"
"Atarax","KIT"
"NIMOTOP","KIT"
"Presamine","KIT"
"WY-3917","KIT"
"Restoril","KIT"
"Remsed","KIT"
"Intepirdine","KIT"
"BAY-E-9736","KIT"
"RO 5-3350","KIT"
"Akineton","KIT"
"GSK239512","KIT"
"CL 284,846","KIT"
"Lederpam","KIT"
"ZAL-846","KIT"
"Tapclob","KIT"
"BIBR-1048","KIT"
"Dalmane","KIT"
"Kentepam","KIT"
"BIBR-1048-BS-RS1","KIT"
"RVT-101","KIT"
"Rivotril","KIT"
"Klonopin","KIT"
"Phenergan","KIT"
"SCTZ [AS EDISYLATE]","KIT"
"Tofranil-PM","KIT"
"SONATA","KIT"
"Orgatrax","KIT"
"L846","KIT"
"BIBR 1048 BS RS1","KIT"
"Pramine","KIT"
"Zipan-25","KIT"
"Ro-5-4023","KIT"
"LM 2717","KIT"
"BA-34,276 [AS HYDROCHLORIDE]","KIT"
"Zipan-50","KIT"
"Tofranil","KIT"
"CL-284846","KIT"
"SB-742457","KIT"
"Ibinolo","KIT"
"Kerlone","KIT"
"BETOPTIC SUSP","KIT"
"Vasaten","KIT"
"CL-297939","KIT"
"TENORMIN","KIT"
"LEVOBETAXOLOL","KIT"
"Antipressan","KIT"
"EMD 33 512","KIT"
"Atenix-50","KIT"
"Unibloc","KIT"
"Kentol","KIT"
"ATENIX-25","KIT"
"ATENAMIN","KIT"
"Ziac","KIT"
"ICI-66082","KIT"
"BETAXOLOL","KIT"
"BETOPTIC","KIT"
"ACEBUTOLOL","KIT"
"Sectral","KIT"
"Tenormin L.S.","KIT"
"Esatenolol","KIT"
"ATENOLOL","KIT"
"EMD-33512","KIT"
"Atenix-100","KIT"
"CL 297,939","KIT"
"EMD-33-512","KIT"
"ICI 66,082","KIT"
"Zebeta","KIT"
"Kerledex","KIT"
"TENORMIN 25","KIT"
"Totamol","KIT"
"DIMETHYL FUMAR","KIT"
"MDX-1342","KIT"
"P1446A-05","KIT"
"Voruciclib","KIT"
"TECFIDERA","KIT"
"SDX-101","KIT"
"AZL 0 211089","KIT"
"AZL-0211089","KIT"
"KS-1056","KIT"
"Dimethyl Fumarate","KIT"
"Tagamet","KIT"
"Valmagen","KIT"
"ZITA","KIT"
"Kentamet","KIT"
"ULTEC","KIT"
"GALENAMET","KIT"
"Dyspamet","KIT"
"Tagamet 100","KIT"
"ACITAK 800","KIT"
"ACITAK 200","KIT"
"OPILL","KIT"
"Tri-Previfem","KIT"
"Peptimax 400","KIT"
"Peptimax 800","KIT"
"Tagamet HB","KIT"
"WIN 17,757","KIT"
"Danocrine","KIT"
"Peptimax 200","KIT"
"Acitak 400","KIT"
"TAGADINE","KIT"
"Tri-Sprintec","KIT"
"WIN-17757","KIT"
"Sprintec","KIT"
"Previfem","KIT"
"Acid-eze","KIT"
"WY-3707","KIT"
"Prefest","KIT"
"Tagamet HB 200","KIT"
"Brumetadina","KIT"
"B2036-PEG","KIT"
"IVEMEND","KIT"
"SOMAVERT","KIT"
"SCH 4831","KIT"
"TRAVATAN","KIT"
"ALPHATREX","KIT"
"Zioptan","KIT"
"Betasolan","KIT"
"TRAVOPROST","KIT"
"Celestone","KIT"
"FLUOSTIGMINE","KIT"
"OCUSERT PILO-40","KIT"
"AL-6221","KIT"
"SAFLUTAN","KIT"
"Betatrex","KIT"
"Uticort","KIT"
"DYFLOS","KIT"
"Izba","KIT"
"Latanoprost","KIT"
"AMA-0076","KIT"
"AR-12286","KIT"
"BETNELAN","KIT"
"ECOTHIOPATE","KIT"
"TRAVATAN Z","KIT"
"RO 47-0203/029","KIT"
"Acetylcholine","KIT"
"Netarsudil","KIT"
"Ro-47-0203-029","KIT"
"XA-41","KIT"
"FLOROPRYL","KIT"
"Demecarium","KIT"
"Ismelin","KIT"
"VEROSUDIL","KIT"
"Dermabet","KIT"
"Ocusert pilo-20","KIT"
"Flubenisolone","KIT"
"Tafluprost","KIT"
"PHXA41","KIT"
"MK-2452","KIT"
"Xalatan","KIT"
"Tracleer","KIT"
"Isoflurophate","KIT"
"Miostat","KIT"
"Ro-470203029","KIT"
"Taclonex","KIT"
"MONOPOST","KIT"
"OCUSERT PILO","KIT"
"BETA-VAL","KIT"
"Lotrisone","KIT"
"Carbastat","KIT"
"AR-13324","KIT"
"Echothiophate","KIT"
"Carbachol","KIT"
"Esimil","KIT"
"AFP-168","KIT"
"UH-AC 62XX","KIT"
"Vivlodex","KIT"
"CLLB8","KIT"
"Cyproterone","KIT"
"SYLVANT","KIT"
"Nebentan","KIT"
"Testosterone enantate","KIT"
"GG-745","KIT"
"CNTO-95","KIT"
"INTETUMUMAB","KIT"
"CYPROSTAT","KIT"
"Avodart","KIT"
"Andro-Cyp","KIT"
"Mobic","KIT"
"PRIMOTESTON DEPOT","KIT"
"BAY1841788","KIT"
"Testosterone Heptanoate","KIT"
"DepAndro","KIT"
"YM598","KIT"
"AMG073","KIT"
"Depotest","KIT"
"ANDROCUR 10","KIT"
"Sensipar","KIT"
"Testosterone Cyclopentylpropionate","KIT"
"Modrastane","KIT"
"Diane","KIT"
"DEPO-TESTOSTERONE","KIT"
"SH 714","KIT"
"WIN-24540","KIT"
"HE-11","KIT"
"ANDROCUR","KIT"
"Modrenal","KIT"
"GI 198745","KIT"
"ODM-201","KIT"
"CNTO-095","KIT"
"CNTO-328","KIT"
"Depo-Testadiol","KIT"
"WIN 24,540","KIT"
"GW-876008","KIT"
"Emicerfont","KIT"
"VLY-686","KIT"
"Verucerfont","KIT"
"Khedezla","KIT"
"Gabitril","KIT"
"ABBOTT-70569","KIT"
"GSK561679","KIT"
"Pristiq","KIT"
"ABT-569","KIT"
"LY-686017","KIT"
"VESTIPITANT","KIT"
"Tradipitant","KIT"
"GW876008X","KIT"
"NO-05-0328","KIT"
"GSK561679A","KIT"
"ODV","KIT"
"O-Desmethylvenlafaxine","KIT"
"NNC-05-0328","KIT"
"NBI-77860","KIT"
"O-Desmethylvenlafaxine (Odv)","KIT"
"A-70569-1","KIT"
"ABBOTT-70569-1","KIT"
"NIZATIDINE","KIT"
"Tasmar","KIT"
"Farampator","KIT"
"CYNT","KIT"
"TROSPIUM","KIT"
"AZD-0328","KIT"
"Erteberel","KIT"
"BIBR-277SE","KIT"
"RG-3487","KIT"
"TALNETANT","KIT"
"Idalopirdine","KIT"
"Sodium Nitroprusside","KIT"
"NORMATENS","KIT"
"TOLURA","KIT"
"CX-691","KIT"
"RO4917838","KIT"
"Antegran","KIT"
"RO 40-7592","KIT"
"AVE1625","KIT"
"BE5895","KIT"
"AZD4901","KIT"
"Moxonidine","KIT"
"JNJ-39393406","KIT"
"Physiotens","KIT"
"TELMISARTAN","KIT"
"MICARDIS","KIT"
"ABT-288","KIT"
"CCMI","KIT"
"AVL-3288","KIT"
"Axid ar","KIT"
"Azilect","KIT"
"LY500307","KIT"
"SB-223412","KIT"
"NIPRIDE","KIT"
"APN1125","KIT"
"AN100226M","KIT"
"BDF5896","KIT"
"Apimostinel","KIT"
"Anvylic-3288","KIT"
"ZINGA 300","KIT"
"TOLCAPONE","KIT"
"AZD-2624","KIT"
"Axid","KIT"
"Pavinetant","KIT"
"LU AE58054","KIT"
"UCI-4083","KIT"
"SCH-900460","KIT"
"Bitopertin","KIT"
"ABT-126","KIT"
"BIBR-277-SE","KIT"
"Tysabri","KIT"
"MEM-3454","KIT"
"NATALIZUMAB","KIT"
"Drinabant","KIT"
"XY-4083","KIT"
"SODIUM NITROFERRICYANIDE","KIT"
"NITROPRESS","KIT"
"MLE4901","KIT"
"ZINGA 150","KIT"
"FISIOTENS","KIT"
"PF-04958242","KIT"
"ORG-24448","KIT"
"NORCYNT","KIT"
"BIBR 277 SE","KIT"
"Rasagiline","KIT"
"Nucynt","KIT"
"Ro-40-7592","KIT"
"NRX-1074","KIT"
"SB-2234","KIT"
"AZ124752520","KIT"
"AQW051","KIT"
"Posicor 100","KIT"
"FAVISTAN","KIT"
"Tapazole","KIT"
"Thiamazole","KIT"
"Opsumit","KIT"
"POSICOR 50","KIT"
"Posicor","KIT"
"ACT-064992","KIT"
"AZD-7451","KIT"
"Therapeutic Mineral Ice","KIT"
"Menthol","KIT"
"HALLS","KIT"
"CATARRH","KIT"
"AMG-102","KIT"
"TIXYLIX DECONGESTANT INH","KIT"
"FISHERMAN'S FRIEND LOZENGES","KIT"
"DERMACOOL","KIT"
"Aciphex","KIT"
"Muirs","KIT"
"Lockets","KIT"
"Meggezones","KIT"
"ARRY-543","KIT"
"VOCALZONE","KIT"
"ASLAN-001","KIT"
"ARRY-334543","KIT"
"Racementhol","KIT"
"Aquasoothe","KIT"
"RILOTUMUMAB","KIT"
"Karvol","KIT"
"Varlitinib","KIT"
"Aqua-Cool","KIT"
"Arjun","KIT"
"DL-MENTHOL","KIT"
"LY-307640","KIT"
"HORIZANT","KIT"
"ODELEPRAN","KIT"
"NALMEFENE","KIT"
"STRIFON FORTE DSC","KIT"
"FENOFIBRATE (MICRONIZED)","KIT"
"Lipantil Micro 267","KIT"
"Otezla","KIT"
"SELINCRO","KIT"
"Emfib","KIT"
"Sabril","KIT"
"Gabapentin Enacarbil","KIT"
"VIGABATRIN","KIT"
"SUPRALIP 160","KIT"
"Libritabs","KIT"
"LOPID","KIT"
"Tricor","KIT"
"Antara","KIT"
"FENOGLIDE","KIT"
"MDL-71754","KIT"
"Parafon Forte","KIT"
"ARBACLOFEN PLACARBIL","KIT"
"JF-1","KIT"
"Ondelopran","KIT"
"ANTARA (MICRONIZED)","KIT"
"Chlordiazachel","KIT"
"PARAFON","KIT"
"A-Poxide","KIT"
"Lipidil","KIT"
"TRIGLIDE","KIT"
"LY2196044","KIT"
"LY-2940094","KIT"
"CI-719","KIT"
"XP13512","KIT"
"Lipantil","KIT"
"Strifon","KIT"
"Librium","KIT"
"SARLIB","KIT"
"Zeisin","KIT"
"LIPANTIL MICRO 67","KIT"
"Mecamylamine","KIT"
"LIBRELEASE","KIT"
"Revex","KIT"
"NALMETRENE","KIT"
"Vinyl Gamma-Aminobutyric Acid","KIT"
"GAMMA-VINYL GABA","KIT"
"Trakipeal","KIT"
"ORF-11676","KIT"
"Paraflex","KIT"
"MDL 71,754","KIT"
"LIPANTIL MICRO 200","KIT"
"Parafon Forte Dsc","KIT"
"CLOPOXIDE","KIT"
"XP-19986","KIT"
"CC-10004","KIT"
"Lygen","KIT"
"Ecallantide","KIT"
"Olizumab","KIT"
"IGE25","KIT"
"RG-3648","KIT"
"RHUMAB-E25","KIT"
"XOLAIR","KIT"
"OMALIZUMAB","KIT"
"Icatibant","KIT"
"HOE-140","KIT"
"DX-88","KIT"
"MARPLAN","KIT"
"SAM-531","KIT"
"Rebif","KIT"
"R-1450","KIT"
"PF-5212377","KIT"
"TD-5108","KIT"
"OPC-13013","KIT"
"NEFLAMAPIMOD","KIT"
"745","KIT"
"VX-745","KIT"
"AAB-001","KIT"
"LY-451395","KIT"
"Flurizan","KIT"
"Acitretin","KIT"
"AAB-001, Humanized 3D-6 Monoclonal Antibody","KIT"
"ALEPLASININ","KIT"
"Avagacestat","KIT"
"Solanezumab","KIT"
"LY-450139","KIT"
"Cerlapirdine","KIT"
"Ro-4909832","KIT"
"RESEQUINIL","KIT"
"E2609","KIT"
"ELENBECESTAT","KIT"
"SSR-180711C","KIT"
"SAM-760","KIT"
"AVE-3933","KIT"
"Ponezumab","KIT"
"EHT-0202","KIT"
"E-7869","KIT"
"MIBAMPATOR","KIT"
"PAZ-417","KIT"
"Crenezumab","KIT"
"Bapineuzumab","KIT"
"LY-2062430","KIT"
"Ro-101670000","KIT"
"BIIB-037","KIT"
"ISOCARBOXAZID","KIT"
"3D-6","KIT"
"SEMAGACESTAT","KIT"
"SQ-20009","KIT"
"Neotigason","KIT"
"BMS-708163","KIT"
"GSI-953","KIT"
"GANTENERUMAB","KIT"
"Rilapladib","KIT"
"VRT-031745","KIT"
"PF-05212377","KIT"
"DB-959","KIT"
"SORIATANE","KIT"
"Interferon beta-1a","KIT"
"BAN2401","KIT"
"AVONEX","KIT"
"GSK933776","KIT"
"Neramexane","KIT"
"ETRETIN","KIT"
"Etazolate","KIT"
"MPC-7869","KIT"
"SSR-180711","KIT"
"Pletal","KIT"
"Aducanumab","KIT"
"VELUSETRAG","KIT"
"VD-31","KIT"
"RG-1450","KIT"
"Begacestat","KIT"
"Mabt5102A","KIT"
"NEOFERON","KIT"
"Tarenflurbil","KIT"
"Radequinil","KIT"
"PF-05212365","KIT"
"PF-04360365","KIT"
"RN-1219","KIT"
"WAY-262531","KIT"
"RG-7412","KIT"
"AC-3933","KIT"
"OPC-21","KIT"
"RO 10-1670/000","KIT"
"SB-659032","KIT"
"SX-3933","KIT"
"WYE-103760","KIT"
"T3D-959","KIT"
"BMS-708163-01","KIT"
"124ICG250","KIT"
"cG250 (177Lu)","KIT"
"CG-250 (111In)","KIT"
"AVEED","KIT"
"RESTANDOL","KIT"
"Andriol","KIT"
"ORG-538","KIT"
"UNDESTOR","KIT"
"CG250 177LU","KIT"
"RESTANDOL TESTOCAP","KIT"
"Iodine I 124 Girentuximab","KIT"
"SGN-75","KIT"
"Vorsetuzumab mafodotin","KIT"
"REDECTANE","KIT"
"NEBIDO","KIT"
"CG250 111IN","KIT"
"cG250 (124I)","KIT"
"RG-7347","KIT"
"BAY-1161909","KIT"
"Landogrozumab","KIT"
"LY-3007113","KIT"
"MNRP-1685A","KIT"
"LY-2495655","KIT"
"Taladegib","KIT"
"AMG-900","KIT"
"INCB-40093","KIT"
"AMG-208","KIT"
"T2-18C3","KIT"
"Samsca","KIT"
"MORAB-009","KIT"
"GSK2256098","KIT"
"PF-04605412","KIT"
"Methoxiflurane","KIT"
"AZD-6918","KIT"
"CA-18C3","KIT"
"IMC-RON-8","KIT"
"VS-4718","KIT"
"Jinarc","KIT"
"PEP-02","KIT"
"F16SIP","KIT"
"PENTHRANE","KIT"
"XL-418","KIT"
"HMPL-309","KIT"
"SGX-523","KIT"
"Vesencumab","KIT"
"TAK-285","KIT"
"GSK2636771","KIT"
"LY-2940680","KIT"
"NARNATUMAB","KIT"
"ARRY-424704","KIT"
"OPC-41061","KIT"
"AMATUXIMAB","KIT"
"F16SIP 131I","KIT"
"RA-18C3","KIT"
"IRINOTECAN SUCROSOFATE","KIT"
"Xilonix","KIT"
"MLN-8054","KIT"
"Metofane","KIT"
"MM-398","KIT"
"Carlumab","KIT"
"MABp1","KIT"
"TAK-960","KIT"
"IMC RON-8","KIT"
"MLN-1202","KIT"
"PBF-999","KIT"
"CV-18C3","KIT"
"RON8","KIT"
"BMS-911543","KIT"
"CNTO-888","KIT"
"MLN-2480","KIT"
"ARRY-704","KIT"
"Pentrane","KIT"
"MK-8033","KIT"
"AZD-8330","KIT"
"LY-2874455","KIT"
"Rocuronium","KIT"
"Lurselle","KIT"
"TAK-475","KIT"
"Itavastatin","KIT"
"LOJUXTA","KIT"
"BMS-201038-01","KIT"
"LORELCO","KIT"
"ZETIA","KIT"
"PF-04950615","KIT"
"LY2484595","KIT"
"LAPAQUISTAT ACETATE","KIT"
"DH-581","KIT"
"SCH58235","KIT"
"Probucol","KIT"
"AEGR-733","KIT"
"Bisbid","KIT"
"EVACETRAPIB","KIT"
"PITAVASTATIN","KIT"
"Bococizumab","KIT"
"Laropiprant","KIT"
"RN-316","KIT"
"BMS-201038","KIT"
"Ezetrol","KIT"
"Sinlestal","KIT"
"MK-0524","KIT"
"McN-A-2833","KIT"
"Orvepitant","KIT"
"MK-4305","KIT"
"Belsomra","KIT"
"GW823296X","KIT"
"GW823296","KIT"
"PERINDOPRIL","KIT"
"Lunesta","KIT"
"SRX-246","KIT"
"(S)-ZOPICLONE","KIT"
"S-9490","KIT"
"Etalpha","KIT"
"TENECTEPLASE","KIT"
"ONE-ALPHA","KIT"
"METALYSE","KIT"
"TNK-TPA","KIT"
"Alfa D","KIT"
"Alfacalcidol","KIT"
"Meclinertant","KIT"
"REMINERTANT","KIT"
"SR48692","KIT"
"HUN901-DM1","KIT"
"BB-10901","KIT"
"Midalcipran","KIT"
"TH9507","KIT"
"Irdabisant","KIT"
"Tesamorelin","KIT"
"CEP-26401","KIT"
"SCH 18020W","KIT"
"PROPADERM FTE","KIT"
"Regn668, sar231893","KIT"
"Beclotaide","KIT"
"Becotide 100","KIT"
"Qvar 100 E-Breathe","KIT"
"Beclomet Diprop","KIT"
"BIW-8405","KIT"
"VOLON","KIT"
"Becloforte Integra","KIT"
"QVAR 100","KIT"
"BECLAZONE 100 E-BREATHE","KIT"
"Pulvinal Beclomet","KIT"
"Asmabec Spacehaler","KIT"
"PROPADERM-C","KIT"
"ZONIVENT AQUANASAL","KIT"
"Dupixent","KIT"
"QVAR 50 E-BREATHE","KIT"
"BECLOAQUA 50","KIT"
"BECLAZONE 50 E-BREATHE","KIT"
"Propaderm-A","KIT"
"Beclazone 250","KIT"
"Nasobec Hayfever","KIT"
"Aerobec Fte 250","KIT"
"FILAIR FTE","KIT"
"FILAIR 50","KIT"
"Beconase","KIT"
"BECLOMETASONE DIPROPIONATE","KIT"
"MEPOLIZUMAB","KIT"
"AVAMYS","KIT"
"BECLOMET HAYFEVER","KIT"
"BECLOFORTE E-BREATHE","KIT"
"Qvar 50","KIT"
"BECLAZONE 200","KIT"
"BECOTIDE","KIT"
"BECLOMIST","KIT"
"QVAR 80","KIT"
"Fostair NEXThaler","KIT"
"Beclometasone","KIT"
"FILAIR 100","KIT"
"VANCERIL","KIT"
"Beclovent","KIT"
"Becodisks","KIT"
"Clipper","KIT"
"BECLOMETHASONE DIPROPIONATE MONOHYDRATE","KIT"
"Benralizumab","KIT"
"Beclazone 250 E-Breathe","KIT"
"Becotide 100 E-Breathe","KIT"
"Fasenra","KIT"
"MEDI-563","KIT"
"Arnuity ellipta","KIT"
"RINO CLENIL","KIT"
"Qnasl","KIT"
"Flonase sensimist allergy relief","KIT"
"Becotide 50","KIT"
"VANCENASE POCKETHALER","KIT"
"GW685698X","KIT"
"Veramyst","KIT"
"Beconase aq","KIT"
"ASMABEC CLICKHALER","KIT"
"Beclomethasone","KIT"
"BECLAZONE 50","KIT"
"Qvar redihaler","KIT"
"Fostair","KIT"
"Becotide 200","KIT"
"Delphicort","KIT"
"QVAR 40","KIT"
"Fluoxiprednisolone","KIT"
"Vancenase","KIT"
"NUCALA","KIT"
"BECLOFORTE","KIT"
"Becloforte-VM","KIT"
"Ventide","KIT"
"Bosatria","KIT"
"Aerobec 100","KIT"
"VANCERIL DOUBLE STRENGTH","KIT"
"VANCENASE AQ","KIT"
"Beclazone 100","KIT"
"Vivabec","KIT"
"BECOTIDE 50 E-BREATHE","KIT"
"REGN-668","KIT"
"AEROBEC 50","KIT"
"SB-240563","KIT"
"FLUTICASONE FUORATE ","KIT"
"Clenil Modulite","KIT"
"NASOBEC AQ","KIT"
"DUPILUMAB","KIT"
"Propaderm","KIT"
"Streptokinase","KIT"
"R 30,730","KIT"
"STREPTASE","KIT"
"Kabikinase","KIT"
"R-30730","KIT"
"TRALOKINUMAB","KIT"
"Clivatucyn","KIT"
"TACEDINALINE","KIT"
"90HY-PAM4","KIT"
"YTTRIUM Y 90 CLIVATUZUMAB TETRAXETAN","KIT"
"Ensituximab","KIT"
"HPAM4-CIDE","KIT"
"PD 123654","KIT"
"Clivatuzumab tetraxetan","KIT"
"YTTRIUM (90Y) CLIVATUZUMAB TETRAXETAN","KIT"
"CAT-354","KIT"
"Bethanechol","KIT"
"GOE-5549","KIT"
"IMMU-107","KIT"
"HPAM4","KIT"
"NPC-1C","KIT"
"CI-994","KIT"
"HPAM4-DOTA","KIT"
"HPAM-DOTA HY-PAM4","KIT"
"IGG-DOTA","KIT"
"REFLUDAN","KIT"
"A-64077","KIT"
"Lepirudin","KIT"
"ZYFLO","KIT"
"LEPIRUDIN RECOMBINANT","KIT"
"Zyflo Cr","KIT"
"ABBOTT-64077","KIT"
"DOCA","KIT"
"PERCORTEN","KIT"
"Calciparine","KIT"
"UNIPARIN CA","KIT"
"Heparin Calcium","KIT"
"DEOXYCORTONE","KIT"
"Desoxycortone","KIT"
"DEOXYCORTICOSTERONE ACETATE","KIT"
"ILAXTEN","KIT"
"Ligelizumab","KIT"
"Anti-M1'","KIT"
"OPRISINE 50","KIT"
"Imuran","KIT"
"BERKAPRINE","KIT"
"Clemastine","KIT"
"ORENCIA","KIT"
"Kentaprine","KIT"
"QUILIZUMAB","KIT"
"Immunoprin 50","KIT"
"BW-57-322","KIT"
"CETIRIZINE","KIT"
"Abatacept","KIT"
"Azapress","KIT"
"Orencia ClickJect","KIT"
"LEVOCETIRIZINE","KIT"
"AZATHIOPRINE","KIT"
"Azamune","KIT"
"HS-592","KIT"
"ANTI-M1 PRIME","KIT"
"Xyzal","KIT"
"Azasan","KIT"
"RG-1046","KIT"
"QGE031","KIT"
"BMS-188667","KIT"
"AZD-1981","KIT"
"Bilastine","KIT"
"MEP1972A","KIT"
"RG-7449","KIT"
"CTLA4-IGG4M","KIT"
"RG-2077","KIT"
"Bivatuzumab","KIT"
"Isoflurane","KIT"
"Aerrane","KIT"
"Compound 469","KIT"
"Forane","KIT"
"AVE-1642","KIT"
"NITOMAN","KIT"
"Xenazine","KIT"
"Ecopipam","KIT"
"Xenazine 25","KIT"
"SCH-39166","KIT"
"Tetmodis","KIT"
"Revocon","KIT"
"TETRABENAZINE","KIT"
"RO 1-9569","KIT"
"NBI-98854","KIT"
"VEDOLIZUMAB","KIT"
"HUMIRA","KIT"
"Para-Aminosalicylic Acid","KIT"
"Prinaberel","KIT"
"MEDI7183","KIT"
"LU-200134","KIT"
"OLOKIZUMAB","KIT"
"MYCOPHENOLIC ACID","KIT"
"MDX-1100","KIT"
"SECUKINUMAB","KIT"
"CNTO-1275","KIT"
"MYFORTIC","KIT"
"RhuMAb-beta7","KIT"
"ADALIMUMAB","KIT"
"Andecaliximab","KIT"
"Ustekinumab ","KIT"
"J695","KIT"
"LDP-02","KIT"
"STELARA","KIT"
"PHA-738144","KIT"
"Anti-Beta7 Pro145223","KIT"
"GS-5745","KIT"
"AMISELIMOD","KIT"
"BSF-415977","KIT"
"GLPG-0634","KIT"
"2240442","KIT"
"BMS-945429","KIT"
"CCX282","KIT"
"Aminosalicylic acid","KIT"
"ENTYVIO","KIT"
"PAS","KIT"
"PASER","KIT"
"Tremfya","KIT"
"TT-20","KIT"
"4-aminosalicylic acid","KIT"
"Siliq","KIT"
"FORALUMAB","KIT"
"PF-00547659","KIT"
"ABRILUMAB","KIT"
"A-796874.0","KIT"
"Certolizumab pegol","KIT"
"REZIPAS","KIT"
"AMG 181","KIT"
"ETROLIZUMAB","KIT"
"OZESPA","KIT"
"RG-7413","KIT"
"ANTI-BETA7","KIT"
"Granupas","KIT"
"RS-61443 [AS MOFETIL]","KIT"
"Cimzia","KIT"
"ALD518","KIT"
"AMG-139","KIT"
"LU-415977","KIT"
"MEDI2070","KIT"
"MLN-0002","KIT"
"Brazikumab","KIT"
"CNI-1493","KIT"
"Brodalumab","KIT"
"VERCIRNON","KIT"
"Eldelumab","KIT"
"CDP-870","KIT"
"Briakinumab","KIT"
"FILGOTINIB","KIT"
"WAY-165772","KIT"
"AIN-457","KIT"
"G-146034","KIT"
"STELERA","KIT"
"CNTO 1959","KIT"
"MLN-02","KIT"
"BMS-936557","KIT"
"68618","KIT"
"GSK1605786","KIT"
"PARASAL","KIT"
"Paskalium","KIT"
"QAX-576","KIT"
"PRO-145223","KIT"
"Semapimod","KIT"
"Verecimon","KIT"
"CDP-6038","KIT"
"D2E7","KIT"
"AMG-827","KIT"
"PF-04236921","KIT"
"CLAZAKIZUMAB","KIT"
"Guselkumab","KIT"
"NI-0401","KIT"
